#orth_id	prot_id
Rhizo13688	mll0899
Rhizo6845	SMc04391
Rhizo6845	Smed_3165
Rhizo6845	NGR_c33120
Rhizo6845	mlr3057
Rhizo6844	SMc04389
Rhizo6844	Smed_3163
Rhizo6844	NGR_c33150
Rhizo6847	SMc04881
Rhizo6847	NGR_b10440
Rhizo6847	pRL120363
Rhizo6847	mll1670
Rhizo6846	SMc04402
Rhizo6846	Smed_3176
Rhizo6846	NGR_c32990
Rhizo6849	SMc04409
Rhizo6848	SMc04408
Rhizo6848	pRL120364
Rhizo6848	NGR_b10450
Rhizo11237	RL1927
Rhizo11237	Smed_4252
Rhizo11237	mll5031
Rhizo11236	RL1926
Rhizo11231	RL1918
Rhizo11230	RL1917
Rhizo11230	Smed_3798
Rhizo11233	RL1921
Rhizo11232	RL1919
Rhizo4991	RHE_PE00050
Rhizo4991	Smed_4585
Rhizo4991	NGR_b12240
Rhizo4991	SM_b21252
Rhizo4991	mll3259
Rhizo4991	pRL110067
Rhizo4990	RHE_PE00049
Rhizo4990	Smed_2364
Rhizo4990	SMc01818
Rhizo4990	pRL110066
Rhizo4990	NGR_c24800
Rhizo4993	RHE_PE00052
Rhizo4993	Smed_2886
Rhizo4993	SMc03098
Rhizo4993	mlr5354
Rhizo4993	pRL110069
Rhizo4993	NGR_b19740
Rhizo4992	RHE_PE00051
Rhizo4992	SM_b21253
Rhizo4992	Smed_4586
Rhizo4992	NGR_b12250
Rhizo4992	mll3258
Rhizo4992	pRL110068
Rhizo4995	RHE_PE00054
Rhizo4995	SM_b21254
Rhizo4995	NGR_b12260
Rhizo4995	pRL110071
Rhizo4995	Smed_4587
Rhizo4995	mlr3257
Rhizo4994	RHE_PE00053
Rhizo4997	RHE_PE00056
Rhizo4997	SM_b20576
Rhizo4997	Smed_4209
Rhizo4997	NGR_b21210
Rhizo4997	pRL110086
Rhizo4997	mlr7210
Rhizo4996	RHE_PE00055
Rhizo4996	SM_b20575
Rhizo4996	Smed_4210
Rhizo4996	pRL110085
Rhizo4996	NGR_b21200
Rhizo4996	mlr7211
Rhizo4999	RHE_PE00058
Rhizo4999	pRL110088
Rhizo4999	SM_b20578
Rhizo4999	mlr7207
Rhizo4999	NGR_b21230
Rhizo4999	Smed_4207
Rhizo4998	RHE_PE00057
Rhizo4998	NGR_b21220
Rhizo4998	SM_b20577
Rhizo4998	Smed_4208
Rhizo4998	mlr7208
Rhizo4998	pRL110087
Rhizo13503	msr8580
Rhizo13502	mll0158
Rhizo13505	msl0174
Rhizo13852	mll1439
Rhizo13507	mlr0179
Rhizo13506	mll0177
Rhizo16227	mll9184
Rhizo16226	mll9177
Rhizo16225	mlr9176
Rhizo16224	msl9175
Rhizo16223	mlr9174
Rhizo16222	mll9173
Rhizo16221	mll9172
Rhizo16220	mll9171
Rhizo12296	pRL110262
Rhizo16229	mlr9188
Rhizo195	RHE_PD00201
Rhizo195	Smed_6224
Rhizo195	SMa0827
Rhizo195	NGR_a01120
Rhizo195	mlr5906
Rhizo195	pRL100161
Rhizo815	RHE_CH00492
Rhizo815	NGR_c33680
Rhizo815	SMc02774
Rhizo815	RL0518
Rhizo815	Smed_3227
Rhizo815	mlr3334
Rhizo814	RHE_CH00491
Rhizo814	NGR_c33690
Rhizo814	mlr3336
Rhizo814	Smed_3228
Rhizo814	RL0517
Rhizo814	SMc02773
Rhizo817	RHE_CH00494
Rhizo817	SMc02775
Rhizo817	mlr3332
Rhizo817	Smed_3226
Rhizo817	NGR_c33670
Rhizo817	RL0520
Rhizo816	RHE_CH00493
Rhizo816	RL0519
Rhizo811	RHE_CH00488
Rhizo811	RL0514
Rhizo811	NGR_c35350
Rhizo811	Smed_3411
Rhizo811	SMc02879
Rhizo811	mlr1122
Rhizo810	RHE_CH00487
Rhizo810	RL0513
Rhizo813	RHE_CH00490
Rhizo813	NGR_c33700
Rhizo813	Smed_3229
Rhizo813	RL0516
Rhizo813	mlr3338
Rhizo813	SMc02772
Rhizo812	RHE_CH00489
Rhizo812	RL0515
Rhizo812	Smed_3230
Rhizo812	mlr3340
Rhizo812	SMc02771
Rhizo812	NGR_c33710
Rhizo12295	pRL110260A
Rhizo819	RHE_CH00496
Rhizo819	SMc02777
Rhizo819	NGR_c33650
Rhizo819	Smed_3224
Rhizo819	mll3328
Rhizo819	RL0522
Rhizo818	RHE_CH00495
Rhizo818	NGR_c33660
Rhizo818	Smed_3225
Rhizo818	SMc02776
Rhizo818	RL0521
Rhizo818	mlr3330
Rhizo5999	SMc02860
Rhizo5999	NGR_c35030
Rhizo5999	Smed_3392
Rhizo5999	mlr8146
Rhizo4199	RHE_CH03952
Rhizo4199	NGR_c32310
Rhizo4199	SMc03853
Rhizo4199	Smed_3090
Rhizo4199	RL4542
Rhizo4199	mlr4321
Rhizo4198	RHE_CH03951
Rhizo4198	Smed_3089
Rhizo4198	SMc03852
Rhizo4198	NGR_c32320
Rhizo4198	RL4541
Rhizo4198	mll5005
Rhizo4191	RHE_CH03944
Rhizo4191	SMc03846
Rhizo4191	mlr4335
Rhizo4191	Smed_3083
Rhizo4191	RL4536
Rhizo4191	NGR_c32380
Rhizo4190	RHE_CH03943
Rhizo4190	NGR_c32390
Rhizo4190	Smed_3082
Rhizo4190	SMc03845
Rhizo4190	RL4535
Rhizo4190	mlr4337
Rhizo4193	RHE_CH03946
Rhizo4192	RHE_CH03945
Rhizo4192	mll4333
Rhizo4192	NGR_c32370
Rhizo4192	SMc03847
Rhizo4192	RL4537
Rhizo4192	Smed_3084
Rhizo4195	RHE_CH03948
Rhizo4195	Smed_3086
Rhizo4195	SMc03849
Rhizo4195	NGR_c32350
Rhizo4195	RL4539
Rhizo4195	mlr8327
Rhizo4194	RHE_CH03947
Rhizo4194	NGR_c32360
Rhizo4194	SMc03848
Rhizo4194	RL4538
Rhizo4194	mll4332
Rhizo4194	Smed_3085
Rhizo4197	RHE_CH03950
Rhizo4197	Smed_3088
Rhizo4197	RL4540
Rhizo4197	NGR_c32340
Rhizo4197	SMc03851
Rhizo4197	mll4330
Rhizo4196	RHE_CH03949
Rhizo11809	RL4668
Rhizo7637	SM_b20682
Rhizo7637	Smed_4307
Rhizo7637	NGR_b20430
Rhizo7636	SM_b20681
Rhizo7636	Smed_4308
Rhizo7636	mlr0251
Rhizo7636	NGR_b20420
Rhizo7187	SM_b20835
Rhizo7186	SM_b20834
Rhizo7186	NGR_b09530
Rhizo7186	Smed_4993
Rhizo4007	RHE_CH03756
Rhizo4007	SMc02436
Rhizo4007	Smed_2502
Rhizo4007	NGR_c26570
Rhizo4007	RL4282
Rhizo4007	mll3435
Rhizo7185	SM_b20833
Rhizo7185	NGR_b09520
Rhizo7185	Smed_4994
Rhizo11801	RL4645
Rhizo3509	RHE_CH03243
Rhizo3509	Smed_4796
Rhizo3509	NGR_a00390
Rhizo3509	mlr5801
Rhizo3509	RL3674
Rhizo3509	SM_b21082
Rhizo3508	RHE_CH03242
Rhizo3508	SMc03195
Rhizo3508	NGR_c29830
Rhizo3508	RL3673
Rhizo3508	Smed_2820
Rhizo3507	RHE_CH03241
Rhizo3507	SM_b21202
Rhizo3507	Smed_4691
Rhizo3507	mll3683
Rhizo3507	RL3672
Rhizo3507	NGR_b13980
Rhizo3506	RHE_CH03240
Rhizo3506	Smed_4692
Rhizo3506	NGR_b13990
Rhizo3506	SM_b21203
Rhizo3506	RL3671
Rhizo3506	mll3682
Rhizo3505	RHE_CH03239
Rhizo3505	Smed_1216
Rhizo3505	mll6908
Rhizo3505	RL3668
Rhizo3505	NGR_b14120
Rhizo3505	SM_b21213
Rhizo3504	RHE_CH03238
Rhizo3504	Smed_0688
Rhizo3504	NGR_c08370
Rhizo3504	SMc02641
Rhizo3504	RL3667
Rhizo3504	mlr5265
Rhizo3503	RHE_CH03237
Rhizo3502	RHE_CH03236
Rhizo3502	RL3665
Rhizo3501	RHE_CH03235
Rhizo3501	NGR_c02100
Rhizo3501	Smed_0198
Rhizo3501	SMc02274
Rhizo3501	RL3664
Rhizo4220	RHE_CH03973
Rhizo4220	SMc03807
Rhizo4220	Smed_3051
Rhizo4220	NGR_c31490
Rhizo4220	RL4564
Rhizo4220	mll4246
Rhizo15042	msr5592
Rhizo15043	msr5593
Rhizo15040	mlr5572
Rhizo15041	mlr5588
Rhizo15046	msl5615
Rhizo11804	RL4662
Rhizo15044	mll5612
Rhizo15045	mll5614
Rhizo5994	SMc02839
Rhizo15048	mlr5626
Rhizo7180	SM_b20828
Rhizo7558	SM_b21423
Rhizo7558	RL0631
Rhizo7559	SM_b21424
Rhizo6313	SMc00259
Rhizo6313	Smed_1436
Rhizo9063	NGR_b04620
Rhizo7550	SM_b21411
Rhizo7551	SM_b21416
Rhizo7551	mlr6764
Rhizo7551	RL0246
Rhizo7551	NGR_c24340
Rhizo7552	SM_b21417
Rhizo7552	NGR_c24350
Rhizo7552	RL0245
Rhizo7553	SM_b21418
Rhizo7553	NGR_c24360
Rhizo7553	RL0244
Rhizo7554	SM_b21684
Rhizo7555	SM_b21420
Rhizo7555	RL0632
Rhizo7556	SM_b21421
Rhizo7556	RL0629
Rhizo7557	SM_b21422
Rhizo3648	RHE_CH03383
Rhizo3648	NGR_b00060
Rhizo3648	RL3818
Rhizo11902	pRL100144
Rhizo11901	pRL100138
Rhizo7085	SM_b20397
Rhizo7082	SM_b20388
Rhizo7082	Smed_3729
Rhizo7083	SM_b20395
Rhizo7083	mlr1927
Rhizo7083	pRL120300
Rhizo7083	Smed_4735
Rhizo7083	NGR_b04760
Rhizo11905	pRL100152
Rhizo11904	pRL100151
Rhizo3640	RHE_CH03375
Rhizo3640	mlr3640
Rhizo3640	SM_b21220
Rhizo3640	NGR_b11840
Rhizo3640	Smed_4556
Rhizo3640	RL3810
Rhizo3641	RHE_CH03376
Rhizo3641	SM_b21219
Rhizo3641	NGR_b11830
Rhizo3641	mlr3641
Rhizo3641	Smed_4555
Rhizo3641	RL3811
Rhizo3642	RHE_CH03377
Rhizo3642	NGR_b11820
Rhizo3642	SM_b21218
Rhizo3642	Smed_4554
Rhizo3642	RL3812
Rhizo3642	mlr3643
Rhizo11908	pRL100155
Rhizo3644	RHE_CH03379
Rhizo3644	SM_b21216
Rhizo3644	NGR_b11800
Rhizo3644	mlr3645
Rhizo3644	Smed_4552
Rhizo3644	RL3814
Rhizo3645	RHE_CH03380
Rhizo3645	RL3815
Rhizo3645	Smed_4931
Rhizo3645	mll2585
Rhizo3645	NGR_b15690
Rhizo3645	SM_b20932
Rhizo3646	RHE_CH03381
Rhizo3646	RL3816
Rhizo3646	SM_b20950
Rhizo3647	RHE_CH03382
Rhizo3647	SM_b21075
Rhizo3647	NGR_b13880
Rhizo3647	RL3817
Rhizo6312	SMc00258
Rhizo6312	NGR_c14240
Rhizo6312	Smed_1435
Rhizo3316	RHE_CH03047
Rhizo3316	RL3495
Rhizo3317	RHE_CH03048
Rhizo3317	SMc02699
Rhizo3317	NGR_c23310
Rhizo3317	Smed_2271
Rhizo3317	msr2723
Rhizo1866	RHE_CH01562
Rhizo1866	NGR_c10130
Rhizo1866	SMc01795
Rhizo1866	Smed_0854
Rhizo1866	RL1664
Rhizo1866	mlr8439
Rhizo1867	RHE_CH01563
Rhizo1867	Smed_0855
Rhizo1867	RL1665
Rhizo1867	SMc01796
Rhizo1867	NGR_c10140
Rhizo1867	mll8447
Rhizo1864	RHE_CH01560
Rhizo1864	RL1662
Rhizo1864	mll8436
Rhizo1864	NGR_c10110
Rhizo1864	SMc01793
Rhizo1864	Smed_0852
Rhizo1865	RHE_CH01561
Rhizo1865	SMc01794
Rhizo1865	Smed_0853
Rhizo1865	RL1663
Rhizo1865	NGR_c10120
Rhizo1865	mll8437
Rhizo1862	RHE_CH01558
Rhizo1862	SMc01791
Rhizo1862	Smed_0850
Rhizo1862	NGR_c10090
Rhizo1862	RL1660
Rhizo1862	mll8434
Rhizo1863	RHE_CH01559
Rhizo1863	SMc01792
Rhizo1863	NGR_c10100
Rhizo1863	mll8435
Rhizo1863	Smed_0851
Rhizo1863	RL1661
Rhizo1860	RHE_CH01556
Rhizo1860	Smed_4016
Rhizo1860	mlr7001
Rhizo1860	RL1658
Rhizo1860	SMc02472
Rhizo1861	RHE_CH01557
Rhizo1861	RL1659
Rhizo15598	mlr6852
Rhizo15599	mlr6853
Rhizo1868	RHE_CH01564
Rhizo1868	Smed_0857
Rhizo1868	NGR_c10170
Rhizo1868	SMc01799
Rhizo1869	RHE_CH01565
Rhizo1869	Smed_0858
Rhizo1869	SMc01800
Rhizo1869	NGR_c10180
Rhizo1869	RL1666
Rhizo1869	mlr8450
Rhizo367	RHE_CH00032
Rhizo367	Smed_3248
Rhizo367	NGR_c33890
Rhizo367	SMc02754
Rhizo367	RL0032
Rhizo367	msl5090
Rhizo366	RHE_CH00031
Rhizo366	Smed_3247
Rhizo366	SMc02755
Rhizo366	NGR_c33880
Rhizo366	mll5088
Rhizo366	RL0031
Rhizo12067	pRL70125
Rhizo12066	pRL70124
Rhizo12061	pRL70110
Rhizo12060	pRL70109
Rhizo12063	pRL70118
Rhizo12062	pRL70113
Rhizo7334	SM_b21179
Rhizo7334	Smed_4669
Rhizo7334	mll6667
Rhizo7335	SM_b21180
Rhizo7335	Smed_4670
Rhizo7335	NGR_b04580
Rhizo7335	mlr6990
Rhizo7336	SM_b21188
Rhizo7336	NGR_b13690
Rhizo7336	Smed_4679
Rhizo7336	mlr1941
Rhizo7885	SMa0471
Rhizo7885	Smed_3232
Rhizo7885	RL2523
Rhizo12069	pRL70130
Rhizo12068	pRL70129
Rhizo369	RHE_CH00034
Rhizo369	NGR_c33910
Rhizo369	RL0034
Rhizo369	Smed_3250
Rhizo369	SMc02752
Rhizo369	mll5093
Rhizo7881	SMa0466
Rhizo4289	RHE_CH04043
Rhizo4289	RL4597
Rhizo9999	NGR_c07400
Rhizo9999	Smed_0597
Rhizo9999	RL1357
Rhizo3836	RHE_CH03579
Rhizo3836	RL4095
Rhizo13798	mlr1197
Rhizo4631	RHE_PB00087
Rhizo4631	Smed_1750
Rhizo4631	SMc04290
Rhizo4631	pRL110447
Rhizo514	RHE_CH00188
Rhizo514	mlr3154
Rhizo514	NGR_c34500
Rhizo514	SMc04127
Rhizo514	Smed_3337
Rhizo514	RL0197
Rhizo4632	RHE_PB00088
Rhizo4632	SMc04031
Rhizo4632	mll0601
Rhizo4632	pRL90179
Rhizo515	RHE_CH00189
Rhizo515	NGR_c34510
Rhizo515	SMc04126
Rhizo515	RL0198
Rhizo515	Smed_3338
Rhizo515	mlr3155
Rhizo4633	RHE_PB00089
Rhizo4633	SMc04032
Rhizo4633	pRL90180
Rhizo12614	Smed_5272
Rhizo12614	mll2472
Rhizo5469	RHE_PF00074
Rhizo5469	NGR_c35190
Rhizo5469	SM_b20516
Rhizo5469	Smed_5777
Rhizo5233	RHE_PE00296
Rhizo5233	NGR_a03040
Rhizo5233	pRL120076
Rhizo517	RHE_CH00191
Rhizo517	NGR_c34530
Rhizo517	RL0200
Rhizo517	mlr3158
Rhizo517	SMc04124
Rhizo517	Smed_3340
Rhizo5940	RHE_PF00550
Rhizo8999	NGR_b03130
Rhizo9990	NGR_c06890
Rhizo7210	SM_b21029
Rhizo9991	NGR_c06900
Rhizo15479	mlr6558
Rhizo9996	NGR_c07100
Rhizo9996	mlr3218
Rhizo9996	RL1285
Rhizo15478	mlr6557
Rhizo9997	NGR_c07110
Rhizo8223	SMa1368
Rhizo8223	Smed_5062
Rhizo6689	SMc03999
Rhizo6689	NGR_c28280
Rhizo6689	Smed_2670
Rhizo6688	SMc03986
Rhizo6688	NGR_c28130
Rhizo6688	Smed_2657
Rhizo5947	RHE_PF00557
Rhizo5947	NGR_b12540
Rhizo1926	RHE_CH01625
Rhizo1926	NGR_c10700
Rhizo1926	Smed_0920
Rhizo1926	SMc01376
Rhizo1926	mll1341
Rhizo1926	RL1721
Rhizo6683	SMc00658
Rhizo6683	Smed_2601
Rhizo6682	SMc00660
Rhizo6682	Smed_2594
Rhizo6681	SMc00661
Rhizo5946	RHE_PF00556
Rhizo5946	SMc01933
Rhizo6687	SMc03980
Rhizo6687	NGR_c28080
Rhizo6687	Smed_2652
Rhizo6687	mlr0268
Rhizo6686	SMc03959
Rhizo6686	NGR_c27850
Rhizo6685	SMc00639
Rhizo6685	Smed_2620
Rhizo6684	SMc00642
Rhizo6684	NGR_c27690
Rhizo6684	Smed_2617
Rhizo6684	RL3769
Rhizo6684	mlr3874
Rhizo14885	mll4935
Rhizo14884	mlr4932
Rhizo2599	RHE_CH02317
Rhizo2599	RL2630
Rhizo2598	RHE_CH02316
Rhizo2598	Smed_1518
Rhizo2598	SMc00481
Rhizo2598	RL2629
Rhizo14881	mlr4913
Rhizo14880	mlr4912
Rhizo14883	msr4930
Rhizo14882	mlr4917
Rhizo2593	RHE_CH02311
Rhizo2593	NGR_c16350
Rhizo2593	Smed_1513
Rhizo2593	RL2623
Rhizo2593	SMc00486
Rhizo2593	mlr0211
Rhizo2592	RHE_CH02310
Rhizo2592	Smed_1512
Rhizo2592	mlr0047
Rhizo2592	NGR_c16340
Rhizo2592	RL2622
Rhizo2592	SMc00534
Rhizo2591	RHE_CH02309
Rhizo2591	RL2621
Rhizo2590	RHE_CH02308
Rhizo2590	NGR_c16330
Rhizo2590	SMc00535
Rhizo2590	Smed_1511
Rhizo2590	RL2620
Rhizo2590	mlr0048
Rhizo2597	RHE_CH02315
Rhizo2597	NGR_c16420
Rhizo2597	Smed_1517
Rhizo2597	SMc00482
Rhizo2597	RL2628
Rhizo2597	mlr0038
Rhizo2596	RHE_CH02314
Rhizo2596	Smed_1516
Rhizo2596	NGR_c16410
Rhizo2596	SMc00483
Rhizo2596	RL2627
Rhizo2596	mlr0039
Rhizo2595	RHE_CH02313
Rhizo2595	SMc00484
Rhizo2595	NGR_c16390
Rhizo2595	Smed_1515
Rhizo2595	RL2625
Rhizo2595	mll1902
Rhizo1922	RHE_CH01621
Rhizo1922	NGR_c10660
Rhizo1922	SMc01930
Rhizo1922	Smed_0906
Rhizo1922	RL1717
Rhizo1922	mll1346
Rhizo1921	RHE_CH01620
Rhizo1921	SMc01929
Rhizo1921	NGR_c10650
Rhizo1921	Smed_0905
Rhizo1921	RL1716
Rhizo1921	mll1350
Rhizo1920	RHE_CH01619
Rhizo1920	NGR_c10640
Rhizo1920	Smed_0904
Rhizo1920	SMc01928
Rhizo1920	RL1715
Rhizo1920	mll1351
Rhizo13250	Smed_1720
Rhizo5013	RHE_PE00072
Rhizo5013	Smed_4658
Rhizo5013	NGR_b13260
Rhizo5013	SM_b21165
Rhizo5013	pRL110205
Rhizo5013	mlr8321
Rhizo5012	RHE_PE00071
Rhizo5012	SM_b21164
Rhizo5012	Smed_4657
Rhizo5012	NGR_b13250
Rhizo5012	mlr8322
Rhizo5012	pRL110204
Rhizo5011	RHE_PE00070
Rhizo5011	SM_b21163
Rhizo5011	NGR_b13240
Rhizo5011	Smed_4656
Rhizo5011	mlr8323
Rhizo5011	pRL110203
Rhizo5010	RHE_PE00069
Rhizo5010	NGR_c27440
Rhizo5010	SMc00667
Rhizo5010	pRL110202
Rhizo5010	Smed_2588
Rhizo5010	mlr8324
Rhizo5017	RHE_PE00076
Rhizo5017	mlr7110
Rhizo5017	Smed_2581
Rhizo5017	pRL110210
Rhizo5017	NGR_c27380
Rhizo5017	SMc00674
Rhizo5016	RHE_PE00075
Rhizo5016	Smed_4087
Rhizo5016	SM_b20048
Rhizo5016	NGR_b23610
Rhizo5016	mll8317
Rhizo5016	pRL110208
Rhizo5015	RHE_PE00074
Rhizo5015	SMc00673
Rhizo5015	Smed_2582
Rhizo5015	NGR_c27390
Rhizo5015	pRL110207
Rhizo5015	mll8318
Rhizo5014	RHE_PE00073
Rhizo5014	NGR_b13270
Rhizo5014	Smed_4659
Rhizo5014	SM_b21166
Rhizo5014	pRL110206
Rhizo5014	mlr8319
Rhizo5019	RHE_PE00078
Rhizo5019	mll6986
Rhizo5019	pRL110212
Rhizo5018	RHE_PE00077
Rhizo3945	RHE_CH03688
Rhizo3945	Smed_3773
Rhizo3945	NGR_b18930
Rhizo3945	SM_b20346
Rhizo3945	RL4224
Rhizo3945	mlr7297
Rhizo1228	RHE_CH00915
Rhizo6069	SMc02199
Rhizo6068	SMc02184
Rhizo6068	pRL120561A
Rhizo6067	SMc02200
Rhizo6067	NGR_c01320
Rhizo6066	SMc02189
Rhizo6066	NGR_c01310
Rhizo6065	SMc02201
Rhizo6065	NGR_c01280
Rhizo6065	msr5461
Rhizo6064	SMc02202
Rhizo6064	NGR_c01270
Rhizo6063	SMc02187
Rhizo6063	NGR_c01260
Rhizo6063	mlr5460
Rhizo6063	Smed_1348
Rhizo6062	SMc02156
Rhizo6061	SMc02175
Rhizo6061	Smed_0098
Rhizo6061	NGR_c01050
Rhizo6060	SMc02176
Rhizo6060	Smed_0097
Rhizo6060	NGR_c01040
Rhizo11525	RL2998
Rhizo1671	RHE_CH01366
Rhizo1671	Smed_4807
Rhizo1671	pRL90153
Rhizo11524	RL2993
Rhizo11524	Smed_5257
Rhizo1670	RHE_CH01365
Rhizo1670	Smed_4806
Rhizo1670	NGR_b09460
Rhizo1670	pRL90152
Rhizo1670	mll7579
Rhizo11527	RL3001
Rhizo1484	RHE_CH01177
Rhizo1484	RL1305
Rhizo1484	NGR_c28860
Rhizo1484	Smed_2732
Rhizo1484	SMc04053
Rhizo1485	RHE_CH01178
Rhizo1485	SMc04054
Rhizo1485	Smed_2733
Rhizo1485	NGR_c28870
Rhizo1485	RL1306
Rhizo1485	mlr1649
Rhizo1486	RHE_CH01179
Rhizo1486	mlr2633
Rhizo1486	Smed_2505
Rhizo1486	RL1308
Rhizo1487	RHE_CH01180
Rhizo1487	SMa2385
Rhizo1487	RL1310
Rhizo1487	Smed_5328
Rhizo1480	RHE_CH01173
Rhizo1480	Smed_0576
Rhizo1480	SMc00098
Rhizo1480	NGR_c07150
Rhizo1480	RL1301A
Rhizo1481	RHE_CH01174
Rhizo1481	SMc00040
Rhizo1481	NGR_c07160
Rhizo1481	Smed_0577
Rhizo1481	RL1302
Rhizo1481	mll4282
Rhizo1482	RHE_CH01175
Rhizo1482	NGR_c28850
Rhizo1482	SMc04052
Rhizo1482	Smed_2731
Rhizo1482	RL1303
Rhizo1482	mlr2509
Rhizo227	RHE_PD00235
Rhizo11521	RL2989
Rhizo1488	RHE_CH01181
Rhizo1488	Smed_0578
Rhizo1488	SMc00100
Rhizo1488	NGR_c07180
Rhizo1488	RL1311
Rhizo1488	mlr7622
Rhizo1489	RHE_CH01182
Rhizo1489	SMc00041
Rhizo1489	Smed_0579
Rhizo1489	NGR_c07190
Rhizo1489	RL1312
Rhizo1489	mlr6145
Rhizo11520	RL2987
Rhizo5905	RHE_PF00514
Rhizo5905	SMa1279
Rhizo5905	NGR_c09840
Rhizo5905	Smed_6291
Rhizo5904	RHE_PF00513
Rhizo5904	pRL90022
Rhizo5907	RHE_PF00516
Rhizo5907	NGR_c09860
Rhizo5907	Smed_6288
Rhizo5907	SMa1273
Rhizo225	RHE_PD00232
Rhizo225	mll5853
Rhizo5901	RHE_PF00510
Rhizo5900	RHE_PF00509
Rhizo5900	pRL90020
Rhizo5903	RHE_PF00512
Rhizo5903	SMa1198
Rhizo5903	NGR_b06130
Rhizo5903	mll3323
Rhizo5902	RHE_PF00511
Rhizo5902	SMa1200
Rhizo5902	NGR_b06120
Rhizo222	RHE_PD00229
Rhizo222	SMa0814
Rhizo222	NGR_a01270
Rhizo222	Smed_6233
Rhizo222	pRL100195
Rhizo222	mll5855
Rhizo11522	RL2990
Rhizo5909	RHE_PF00518
Rhizo5909	Smed_6286
Rhizo5909	SMa1269
Rhizo5909	NGR_c09880
Rhizo5908	RHE_PF00517
Rhizo5908	Smed_6287
Rhizo5908	SMa1272
Rhizo5908	NGR_c09870
Rhizo223	RHE_PD00230
Rhizo223	NGR_a01280
Rhizo223	Smed_6234
Rhizo223	SMa0811
Rhizo223	msl8750
Rhizo10114	NGR_c16280
Rhizo10114	Smed_1507
Rhizo12733	Smed_5627
Rhizo12122	pRL80045
Rhizo10113	NGR_c16270
Rhizo12123	pRL80046
Rhizo10444	NGR_c34380
Rhizo10444	pRL120409
Rhizo7455	SM_b20928
Rhizo7455	NGR_b15640
Rhizo7455	Smed_4927
Rhizo10111	NGR_c16150
Rhizo10111	RL3019
Rhizo7454	SM_b20927
Rhizo7454	NGR_b15630
Rhizo7454	Smed_4926
Rhizo11529	RL3007
Rhizo11529	mlr4629
Rhizo10110	NGR_c16140
Rhizo10110	mlr0877
Rhizo10110	RL3018
Rhizo8373	SMa1718
Rhizo8373	Smed_5275
Rhizo7985	SMa0687
Rhizo7985	Smed_5199
Rhizo7985	RL2308
Rhizo15316	mlr6159
Rhizo11528	RL3005
Rhizo13310	Smed_1899
Rhizo9069	NGR_b04750
Rhizo7984	SMa0684
Rhizo7984	Smed_5198
Rhizo7984	NGR_c28540
Rhizo7984	mll6735
Rhizo13647	mll0683
Rhizo7983	SMa0682
Rhizo7983	Smed_5196
Rhizo13312	Smed_1901
Rhizo7982	SMa0680
Rhizo7982	Smed_5195
Rhizo7235	SM_b21057
Rhizo13313	Smed_1902
Rhizo7981	SMa0678
Rhizo7981	Smed_5194
Rhizo13314	Smed_1903
Rhizo7452	SM_b20925
Rhizo7452	NGR_b15620
Rhizo7452	Smed_4923
Rhizo13643	msl0655
Rhizo4762	RHE_PC00053
Rhizo4763	RHE_PC00054
Rhizo4763	SMa0169
Rhizo4763	RL1974
Rhizo4763	mlr5379
Rhizo4760	RHE_PC00051
Rhizo4761	RHE_PC00052
Rhizo4761	SMc01159
Rhizo4761	Smed_3568
Rhizo4761	pRL110062
Rhizo4761	NGR_b15330
Rhizo4766	RHE_PC00057
Rhizo4766	NGR_b16200
Rhizo4766	pRL100288
Rhizo4767	RHE_PC00058
Rhizo4767	NGR_b16190
Rhizo4767	pRL100289
Rhizo4764	RHE_PC00055
Rhizo4764	pRL100286
Rhizo4764	NGR_b16220
Rhizo4765	RHE_PC00056
Rhizo4765	NGR_b16210
Rhizo4765	pRL100287
Rhizo4768	RHE_PC00059
Rhizo4768	pRL100291
Rhizo13317	Smed_1908
Rhizo7234	SM_b21056
Rhizo15868	msr7926
Rhizo15869	mlr7927
Rhizo15864	mlr7916
Rhizo15865	mll7923
Rhizo15866	mlr7924
Rhizo15867	mlr7925
Rhizo15860	mlr7896
Rhizo15861	mlr7900
Rhizo15862	mll7902
Rhizo15863	mll7904
Rhizo9228	NGR_b07690
Rhizo9229	NGR_b07700
Rhizo9229	Smed_0361
Rhizo9220	NGR_b07580
Rhizo9220	pRL100040
Rhizo9220	mll7390
Rhizo9221	NGR_b07600
Rhizo9222	NGR_b07610
Rhizo9223	NGR_b07640
Rhizo9224	NGR_b07650
Rhizo9225	NGR_b07660
Rhizo9226	NGR_b07670
Rhizo9227	NGR_b07680
Rhizo9227	pRL110073
Rhizo9227	mlr0625
Rhizo2544	RHE_CH02262
Rhizo2544	SMc00524
Rhizo2544	RL2591
Rhizo2544	Smed_1475
Rhizo2544	NGR_c15340
Rhizo2544	mll0004
Rhizo11995	pRL100454
Rhizo11995	mll1934
Rhizo4506	RHE_PA00142
Rhizo4507	RHE_PA00143
Rhizo4507	mll9312
Rhizo4504	RHE_PA00140
Rhizo4504	pRL80103
Rhizo4504	mll9335
Rhizo4505	RHE_PA00141
Rhizo4505	mll9333
Rhizo4505	pRL80104
Rhizo4502	RHE_PA00138
Rhizo4502	NGR_a01770
Rhizo4502	mll5964
Rhizo4503	RHE_PA00139
Rhizo4503	mll9338
Rhizo4503	pRL80102
Rhizo4500	RHE_PA00136
Rhizo4501	RHE_PA00137
Rhizo4501	Smed_1286
